timestamp,region,product,channel,units,price,revenue,cost,margin,cpu_pct,latency_ms,err_rate
2024-02-23,LATAM,Widget B,partner,137,73.19,10027.03,5175.72,4851.31,56.1,60.3,0.583
2024-02-24,LATAM,Gizmo D,partner,211,41.56,8769.16,5490.65,3278.51,61.0,185.3,0.736
2024-02-25,LATAM,Gizmo D,partner,192,83.69,16068.48,9169.49,6898.99,43.7,109.9,0.411
2024-02-26,LATAM,Gizmo D,online,156,93.51,14587.56,8892.99,5694.57,67.2,302.5,1.238
2024-02-27,US,Gizmo D,partner,378,42.17,15940.26,9222.24,6718.02,39.2,188.2,0.092
2024-02-28,US,Gadget C,retail,327,76.38,24976.26,12925.22,12051.04,73.7,132.5,0.799
2024-02-29,US,Gizmo D,online,421,44.17,18595.57,11908.3,6687.27,42.9,67.1,0.405
2024-03-01,US,Widget A,online,301,41.63,12530.63,6020.67,6509.96,38.2,259.5,0.306
2024-03-02,APAC,Gadget C,online,241,117.1,28221.1,16754.06,11467.04,68.0,98.4,0.418
2024-03-03,APAC,Widget A,partner,162,64.96,10523.52,6161.2,4362.32,76.0,173.6,0.474
2024-03-04,EU,Widget A,partner,332,108.02,35862.64,20444.66,15417.98,37.5,362.8,0.384
2024-03-05,US,Gadget C,partner,355,69.65,24725.75,13628.64,11097.11,47.4,319.1,0.562
2024-03-06,APAC,Gizmo D,partner,181,54.09,9790.29,5427.24,4363.05,61.2,243.2,0.373
2024-03-07,LATAM,Gizmo D,retail,206,87.4,18004.4,9262.56,8741.84,42.8,343.4,0.441
2024-03-08,LATAM,Gizmo D,retail,123,108.08,13293.84,6465.7,6828.14,41.2,297.7,0.823
2024-03-09,APAC,Gadget C,partner,258,62.1,16021.8,7242.34,8779.46,74.3,71.6,0.435
2024-03-10,EU,Gizmo D,partner,325,75.85,24651.25,11178.08,13473.17,44.8,169.7,0.159
2024-03-11,EU,Gadget C,partner,303,77.86,23591.58,13121.27,10470.31,50.7,272.2,0.273
2024-03-12,APAC,Gadget C,retail,194,97.7,18953.8,9725.38,9228.42,64.9,330.2,0.908
2024-03-13,EU,Widget B,online,332,62.12,20623.84,11712.64,8911.2,65.7,219.9,1.063
2024-03-14,APAC,Widget B,retail,188,41.13,7732.44,4305.63,3426.81,43.9,326.7,0.431
2024-03-15,APAC,Widget B,partner,284,79.27,22512.68,14060.16,8452.52,57.5,175.9,0.322
2024-03-16,US,Gadget C,retail,291,45.23,13161.93,7217.34,5944.59,57.7,233.9,0.57
2024-03-17,EU,Widget B,partner,370,46.81,17319.7,8653.58,8666.12,57.0,154.8,0.157
2024-03-18,LATAM,Gizmo D,retail,154,87.08,13410.32,7184.79,6225.53,57.6,55.2,0.263
2024-03-19,US,Widget B,partner,314,92.83,29148.62,14032.48,15116.14,39.8,58.1,0.828
2024-03-20,LATAM,Gadget C,online,147,96.56,14194.32,8383.13,5811.19,52.8,217.3,0.506
2024-03-21,APAC,Widget B,retail,180,57.98,10436.4,5007.36,5429.04,44.4,73.3,0.995
2024-03-22,APAC,Gizmo D,online,230,64.33,14795.9,7849.25,6946.65,44.9,172.7,0.695
2024-03-23,LATAM,Widget A,partner,127,74.56,9469.12,4871.52,4597.6,44.1,58.3,1.054
2024-03-24,US,Gadget C,partner,276,100.5,27738.0,15092.25,12645.75,63.0,260.3,0.365
2024-03-25,EU,Gizmo D,partner,348,117.52,40896.96,22248.03,18648.93,51.9,112.8,0.641
2024-03-26,LATAM,Gizmo D,retail,193,72.04,13903.72,8371.43,5532.29,34.7,55.6,0.609
2024-03-27,APAC,Gadget C,online,301,72.33,21771.33,12037.79,9733.54,80.0,191.5,0.201
2024-03-28,EU,Gadget C,partner,338,90.03,30430.14,18318.89,12111.25,43.1,164.9,0.418
2024-03-29,APAC,Gizmo D,partner,232,42.31,9815.92,5654.01,4161.91,71.9,202.9,0.481
2024-03-30,LATAM,Widget A,online,228,113.03,25770.84,13975.26,11795.58,39.5,232.4,0.546
2024-03-31,LATAM,Gadget C,partner,197,73.24,14428.28,7885.05,6543.23,57.0,143.5,0.62
2024-04-01,EU,Widget A,retail,341,108.35,36947.35,19137.81,17809.54,72.8,98.8,0.654
2024-04-02,US,Gadget C,partner,335,86.96,29131.6,18929.14,10202.46,58.6,70.9,0.232
2024-04-03,LATAM,Gizmo D,retail,214,118.46,25350.44,12618.46,12731.98,53.7,245.8,0.434
2024-04-04,LATAM,Widget A,retail,201,96.42,19380.42,11866.28,7514.14,54.2,201.1,0.863
2024-04-05,LATAM,Widget A,online,175,87.21,15261.75,9522.42,5739.33,79.1,147.7,0
2024-04-06,LATAM,Widget A,partner,137,109.67,15024.79,9675.83,5348.96,39.2,238.0,0.46
2024-04-07,LATAM,Widget A,retail,212,108.75,23055.0,12126.97,10928.03,51.8,225.8,0.917
2024-04-08,LATAM,Widget A,partner,129,90.49,11673.21,7402.98,4270.23,87.0,237.5,0.375
2024-04-09,US,Gizmo D,online,423,112.27,47490.21,21807.42,25682.79,77.1,118.7,0.555
2024-04-10,APAC,Gizmo D,online,197,72.96,14373.12,8427.82,5945.3,45.6,88.1,0.272
2024-04-11,EU,Gizmo D,partner,228,76.89,17530.92,8779.41,8751.51,49.8,43.0,0.313
2024-04-12,LATAM,Gadget C,partner,179,45.91,8217.89,5251.62,2966.27,88.6,127.2,0.946
2024-04-13,LATAM,Gadget C,online,226,108.27,24469.02,11533.0,12936.02,57.0,146.9,0.391
2024-04-14,APAC,Gadget C,online,297,92.66,27520.02,13894.75,13625.27,67.1,246.6,0.497
2024-04-15,LATAM,Gadget C,online,184,68.19,12546.96,7243.66,5303.3,70.4,248.0,0.405
2024-04-16,EU,Widget A,partner,313,64.71,20254.23,10900.11,9354.12,68.5,268.3,0.712
2024-04-17,LATAM,Widget B,online,134,83.15,11142.1,7178.83,3963.27,66.2,327.9,0.635
2024-04-18,EU,Gadget C,retail,368,63.61,23408.48,14608.75,8799.73,81.2,191.8,0.947
2024-04-19,EU,Gizmo D,partner,263,103.25,27154.75,12295.23,14859.52,67.0,189.2,0.729
2024-04-20,APAC,Gizmo D,partner,289,48.67,14065.63,6987.3,7078.33,39.4,327.5,0
2024-04-21,EU,Widget A,partner,341,112.75,38447.75,19625.19,18822.56,60.4,90.6,0.249
2024-04-22,US,Gadget C,retail,285,58.78,16752.3,9339.56,7412.74,59.5,165.3,0.94
2024-04-23,LATAM,Widget B,retail,186,106.7,19846.2,11374.46,8471.74,89.7,136.1,0.355
2024-04-24,APAC,Widget B,retail,219,58.89,12896.91,6739.12,6157.79,92.2,164.1,0.852
2024-04-25,US,Gizmo D,retail,299,49.77,14881.23,9220.51,5660.72,63.4,258.5,0.25
2024-04-26,US,Widget A,retail,310,50.07,15521.7,8737.41,6784.29,42.2,289.9,0.556
2024-04-27,EU,Gadget C,online,330,87.68,28934.4,14625.04,14309.36,92.6,358.4,0.702
2024-04-28,APAC,Widget B,online,246,42.06,10346.76,4686.79,5659.97,81.9,119.7,0.417
2024-04-29,US,Widget B,partner,347,49.09,17034.23,7881.94,9152.29,63.1,157.1,0.666
2024-04-30,US,Gizmo D,partner,302,89.21,26941.42,16042.23,10899.19,88.4,246.4,0.363
2024-05-01,US,Widget A,retail,438,74.1,32455.8,15305.91,17149.89,77.5,177.8,0.908
2024-05-02,US,Gadget C,partner,285,50.1,14278.5,8208.19,6070.31,70.4,255.3,0.203
2024-05-03,APAC,Gizmo D,partner,235,47.93,11263.55,6649.5,4614.05,84.9,233.2,0.775
2024-05-04,EU,Gizmo D,retail,341,73.11,24930.51,15344.33,9586.18,60.0,251.9,0.401
2024-05-05,APAC,Gadget C,online,245,77.94,19095.3,8941.28,10154.02,42.8,162.9,0.74
2024-05-06,APAC,Widget B,partner,161,116.53,18761.33,10550.18,8211.15,74.4,154.0,1.0
2024-05-07,LATAM,Widget A,retail,174,68.13,11854.62,6704.78,5149.84,49.4,218.3,0
2024-05-08,EU,Widget A,retail,330,69.4,22902.0,13798.94,9103.06,68.7,254.5,0.958
2024-05-09,US,Gadget C,online,286,96.22,27518.92,14084.1,13434.82,55.8,39.2,0
2024-05-10,EU,Gizmo D,online,213,90.65,19308.45,8807.19,10501.26,77.3,92.5,0.26
2024-05-11,APAC,Gadget C,partner,194,115.31,22370.14,12734.08,9636.06,84.2,75.8,0.632
2024-05-12,US,Widget A,retail,339,73.92,25058.88,14319.02,10739.86,59.0,89.6,0.225
2024-05-13,US,Gadget C,partner,388,78.93,30624.84,17867.34,12757.5,39.2,132.7,0.479
2024-05-14,US,Widget A,online,307,56.9,17468.3,8340.19,9128.11,50.0,114.8,0.997
2024-05-15,EU,Widget B,retail,273,58.41,15945.93,8957.54,6988.39,71.2,120.0,0.524
2024-05-16,LATAM,Widget A,retail,114,113.69,12960.66,8067.0,4893.66,66.0,171.6,0.421
2024-05-17,US,Gizmo D,online,443,53.75,23811.25,15227.84,8583.41,59.7,198.5,0.198
2024-05-18,APAC,Widget A,retail,256,59.47,15224.32,8643.98,6580.34,62.6,128.2,0.399
2024-05-19,APAC,Widget B,online,213,49.12,10462.56,5775.23,4687.33,81.6,117.2,0.754
2024-05-20,EU,Widget B,online,208,55.78,11602.24,6618.84,4983.4,73.7,190.8,0.728
2024-05-21,LATAM,Gizmo D,partner,182,75.91,13815.62,8770.58,5045.04,63.4,187.1,0.963
2024-05-22,APAC,Gadget C,online,202,77.51,15657.02,9022.78,6634.24,74.5,178.1,0.43
2024-05-23,LATAM,Gizmo D,online,115,106.54,12252.1,5701.47,6550.63,77.4,244.8,0.594
2024-05-24,LATAM,Gizmo D,partner,161,103.35,16639.35,10469.07,6170.28,56.5,236.7,0.347
2024-05-25,LATAM,Widget B,online,151,104.88,15836.88,9778.88,6058.0,82.1,57.3,0.284
2024-05-26,EU,Widget A,online,291,119.28,34710.48,19257.85,15452.63,63.5,129.9,0.758
2024-05-27,APAC,Widget A,partner,225,45.27,10185.75,4776.11,5409.64,66.4,111.4,0.354
2024-05-28,EU,Gadget C,online,271,51.31,13905.01,7230.11,6674.9,79.8,223.5,0.186
2024-05-29,US,Gadget C,partner,309,103.33,31928.97,19560.87,12368.1,65.2,263.0,0.753
2024-05-30,US,Gizmo D,partner,306,69.01,21117.06,10264.0,10853.06,43.2,300.8,0.286
2024-05-31,EU,Widget B,online,224,103.05,23083.2,12731.26,10351.94,58.3,247.8,0.519
2024-06-01,US,Gadget C,partner,258,70.14,18096.12,8730.46,9365.66,71.6,261.7,0.565
2024-06-02,LATAM,Widget A,retail,140,97.57,13659.8,8795.79,4864.01,60.9,260.9,0.332
2024-06-03,LATAM,Widget B,partner,128,117.25,15008.0,9107.97,5900.03,74.2,99.8,0.33
2024-06-04,LATAM,Gizmo D,retail,177,80.23,14200.71,7579.38,6621.33,39.7,103.1,0.149
2024-06-05,EU,Gadget C,online,274,109.93,30120.82,16895.01,13225.81,36.8,302.0,0.646
2024-06-06,EU,Gadget C,retail,314,51.79,16262.06,8740.77,7521.29,75.2,112.9,0.302
2024-06-07,LATAM,Gadget C,online,143,71.72,10255.96,5382.25,4873.71,49.4,70.2,0.542
2024-06-08,US,Gadget C,online,256,62.95,16115.2,9926.19,6189.01,63.4,89.0,0.759
2024-06-09,LATAM,Gizmo D,partner,105,46.34,4865.7,2438.61,2427.09,69.5,220.2,0.448
2024-06-10,US,Gadget C,online,287,43.82,12576.34,6715.33,5861.01,67.5,192.1,0.136
2024-06-11,US,Gizmo D,partner,332,90.56,30065.92,16987.53,13078.39,64.0,139.5,0.78
2024-06-12,LATAM,Widget B,partner,165,81.88,13510.2,7053.96,6456.24,74.5,221.2,0.503
2024-06-13,US,Gizmo D,retail,235,70.95,16673.25,8747.8,7925.45,65.1,160.9,0.703
2024-06-14,US,Gadget C,online,235,83.68,19664.8,12048.66,7616.14,39.4,296.1,0.592
2024-06-15,LATAM,Gizmo D,partner,120,50.79,6094.8,3615.49,2479.31,74.0,57.5,0.659
2024-06-16,US,Gadget C,retail,326,119.13,38836.38,21694.24,17142.14,42.9,284.7,1.007
2024-06-17,EU,Gadget C,retail,302,43.82,13233.64,7690.68,5542.96,43.9,296.9,0.22
2024-06-18,LATAM,Gizmo D,retail,191,79.7,15222.7,8364.94,6857.76,73.4,206.6,0.617
2024-06-19,US,Gizmo D,online,308,119.61,36839.88,17907.55,18932.33,45.0,75.7,0.382
2024-06-20,LATAM,Gizmo D,online,165,68.12,11239.8,5153.12,6086.68,71.3,150.7,0.722
2024-06-21,LATAM,Gadget C,partner,191,115.83,22123.53,10287.62,11835.91,60.9,151.8,0.643
2024-06-22,US,Widget B,partner,356,75.05,26717.8,12697.53,14020.27,42.8,232.5,0.071
2024-06-23,APAC,Gizmo D,partner,142,52.28,7423.76,4008.72,3415.04,49.1,170.2,0.645
2024-06-24,APAC,Gizmo D,retail,215,59.97,12893.55,6094.65,6798.9,66.2,182.9,0.576
2024-06-25,LATAM,Widget A,retail,172,96.32,16567.04,8166.13,8400.91,60.7,234.0,0.701
2024-06-26,EU,Widget A,retail,198,97.07,19219.86,12482.39,6737.47,70.3,304.7,0.498
2024-06-27,APAC,Gadget C,partner,146,83.37,12172.02,7647.27,4524.75,72.6,230.1,0.884
2024-06-28,APAC,Widget B,online,255,103.37,26359.35,13109.75,13249.6,56.2,133.1,0.312
2024-06-29,APAC,Gizmo D,partner,154,110.74,17053.96,7898.54,9155.42,52.0,223.1,0.194
2024-06-30,LATAM,Widget A,online,190,91.39,17364.1,9376.53,7987.57,65.7,124.3,0.541
2024-07-01,EU,Widget B,retail,248,109.46,27146.08,16729.54,10416.54,58.3,112.2,0.868
2024-07-02,EU,Gadget C,partner,307,107.67,33054.69,16531.35,16523.34,64.4,171.7,1.096
2024-07-03,EU,Gadget C,partner,253,80.21,20293.13,9816.34,10476.79,79.7,72.6,0.24
2024-07-04,APAC,Widget A,online,149,115.88,17266.12,10432.27,6833.85,47.1,85.6,0.098
2024-07-05,LATAM,Widget A,retail,184,83.65,15391.6,8902.22,6489.38,49.3,93.1,0.608
2024-07-06,LATAM,Widget A,partner,110,75.17,8268.7,4521.74,3746.96,44.8,178.9,0.213
2024-07-07,APAC,Gadget C,partner,258,67.63,17448.54,9243.25,8205.29,72.8,156.6,0.675
2024-07-08,US,Gadget C,retail,276,47.74,13176.24,6694.09,6482.15,54.4,180.5,0.638
2024-07-09,EU,Widget B,retail,316,97.69,30870.04,15063.56,15806.48,43.4,271.9,0
2024-07-10,LATAM,Widget A,online,191,80.44,15364.04,9884.26,5479.78,46.5,119.0,0.628
2024-07-11,US,Gadget C,retail,347,107.43,37278.21,21789.27,15488.94,50.4,36.5,0.626
2024-07-12,APAC,Gadget C,retail,186,72.05,13401.3,7559.09,5842.21,46.1,170.2,0.601
2024-07-13,US,Gizmo D,partner,320,83.99,26876.8,16530.91,10345.89,68.5,186.6,0.593
2024-07-14,APAC,Gadget C,partner,257,100.4,25802.8,12638.51,13164.29,63.0,161.5,0.598
2024-07-15,US,Widget A,online,374,104.32,39015.68,21609.48,17406.2,44.5,264.3,0.943
2024-07-16,APAC,Widget B,retail,265,99.15,26274.75,13396.1,12878.65,54.6,252.1,1.034
2024-07-17,LATAM,Gadget C,retail,183,69.47,12713.01,7434.08,5278.93,89.0,192.0,0.64
2024-07-18,US,Gizmo D,retail,428,102.63,43925.64,26585.22,17340.42,68.0,232.7,0.038
2024-07-19,LATAM,Widget B,partner,167,89.58,14959.86,9248.69,5711.17,45.3,226.0,1.216
2024-07-20,US,Widget B,online,325,73.5,23887.5,12722.29,11165.21,48.5,180.3,0.644
2024-07-21,LATAM,Widget A,partner,122,56.59,6903.98,3555.62,3348.36,73.4,190.4,0.428
2024-07-22,APAC,Gadget C,partner,243,97.67,23733.81,13733.85,9999.96,75.4,218.4,0.67
2024-07-23,EU,Widget B,retail,271,57.99,15715.29,10129.8,5585.49,54.2,127.4,0.624
2024-07-24,APAC,Gizmo D,retail,218,114.76,25017.68,14868.83,10148.85,53.8,214.8,0.952
2024-07-25,LATAM,Gizmo D,retail,202,104.37,21082.74,10711.94,10370.8,53.9,260.8,0.315
2024-07-26,APAC,Gizmo D,online,174,83.09,14457.66,9203.82,5253.84,76.4,86.4,0.767
2024-07-27,EU,Widget B,online,294,82.48,24249.12,14006.02,10243.1,41.3,173.5,0.472
2024-07-28,EU,Widget A,partner,345,52.64,18160.8,10543.77,7617.03,86.8,194.9,0.365
2024-07-29,EU,Gadget C,retail,235,44.73,10511.55,6346.3,4165.25,74.3,119.2,0.458
2024-07-30,US,Widget B,retail,433,54.06,23407.98,14838.95,8569.03,93.3,172.6,0
2024-07-31,LATAM,Widget B,partner,209,114.08,23842.72,14910.01,8932.71,39.0,228.3,1.169
2024-08-01,APAC,Gizmo D,partner,225,79.51,17889.75,11408.51,6481.24,85.3,196.6,1.035
2024-08-02,EU,Widget A,retail,219,76.71,16799.49,8424.15,8375.34,48.7,283.2,0.598
2024-08-03,EU,Widget B,partner,336,111.76,37551.36,23109.03,14442.33,66.7,73.8,0.124
2024-08-04,US,Widget B,online,357,114.87,41008.59,18509.88,22498.71,59.4,188.8,0.471
2024-08-05,US,Gadget C,partner,333,58.9,19613.7,11445.72,8167.98,63.8,96.3,0.767
2024-08-06,APAC,Widget A,partner,281,63.6,17871.6,10239.09,7632.51,50.2,87.3,0.785
2024-08-07,APAC,Gizmo D,partner,233,77.67,18097.11,10089.2,8007.91,74.3,113.0,0.909
2024-08-08,EU,Widget A,partner,276,96.3,26578.8,12375.64,14203.16,68.7,63.3,0.16
2024-08-09,EU,Widget B,retail,347,75.35,26146.45,15323.36,10823.09,76.7,192.9,0.395
2024-08-10,LATAM,Widget A,retail,134,73.23,9812.82,5522.48,4290.34,67.9,245.5,0.478
2024-08-11,APAC,Widget A,partner,192,45.84,8801.28,4706.39,4094.89,75.2,202.7,0.559
2024-08-12,US,Widget A,retail,273,72.71,19849.83,11985.22,7864.61,78.4,326.7,0.309
2024-08-13,LATAM,Gizmo D,retail,163,94.62,15423.06,8981.75,6441.31,66.0,228.0,0.251
2024-08-14,APAC,Widget A,online,306,71.44,21860.64,10394.07,11466.57,89.0,274.7,0.532
2024-08-15,LATAM,Gizmo D,partner,165,58.37,9631.05,5221.23,4409.82,45.1,91.4,0
2024-08-16,US,Widget A,partner,370,101.28,37473.6,23486.63,13986.97,37.5,94.4,0.563
2024-08-17,US,Widget B,partner,284,75.12,21334.08,11903.39,9430.69,75.8,244.0,0.546
2024-08-18,EU,Gadget C,online,361,98.52,35565.72,18272.98,17292.74,67.3,212.6,0.391
2024-08-19,EU,Widget B,retail,269,44.88,12072.72,7722.97,4349.75,81.4,270.2,0.73
2024-08-20,LATAM,Gizmo D,online,236,115.33,27217.88,15902.55,11315.33,76.1,116.4,0.352
2024-08-21,LATAM,Widget B,partner,182,107.95,19646.9,10022.81,9624.09,71.6,235.7,0.586
2024-08-22,US,Gizmo D,retail,419,50.73,21255.87,10597.58,10658.29,45.7,193.6,1.013
2024-08-23,US,Widget B,online,351,93.89,32955.39,18803.83,14151.56,79.0,80.3,0.227
2024-08-24,EU,Gizmo D,online,386,66.64,25723.04,16498.86,9224.18,35.7,259.7,0.646
2024-08-25,LATAM,Widget B,partner,202,56.36,11384.72,7206.82,4177.9,62.0,219.5,0.465
2024-08-26,LATAM,Gizmo D,partner,209,64.67,13516.03,7054.41,6461.62,77.9,145.0,0.656
2024-08-27,APAC,Widget B,retail,229,43.66,9998.14,6227.01,3771.13,70.5,37.9,0.046
2024-08-28,LATAM,Gadget C,online,159,58.4,9285.6,5236.69,4048.91,45.9,165.4,0.755
2024-08-29,LATAM,Gizmo D,retail,157,103.6,16265.2,7869.97,8395.23,68.5,151.3,0.405
2024-08-30,US,Widget A,online,542,93.46,50655.32,30538.46,20116.86,53.3,237.9,0.555
2024-08-31,US,Widget B,partner,419,44.84,18787.96,10850.91,7937.05,77.8,257.3,0.967
2024-09-01,LATAM,Widget A,online,204,72.91,14873.64,6742.89,8130.75,67.3,167.4,0.419
2024-09-02,LATAM,Widget B,online,252,81.95,20651.4,10288.4,10363.0,62.1,98.9,0.845
2024-09-03,APAC,Gadget C,retail,202,116.74,23581.48,12776.44,10805.04,44.2,213.4,0.326
2024-09-04,US,Widget A,online,417,70.17,29260.89,15953.07,13307.82,62.2,218.5,1.035
2024-09-05,US,Gizmo D,retail,484,66.5,32186.0,20774.96,11411.04,77.5,272.9,0.689
2024-09-06,LATAM,Gadget C,online,259,94.75,24540.25,12419.2,12121.05,57.3,214.6,0.395
2024-09-07,EU,Gadget C,online,443,86.96,38523.28,23131.34,15391.94,64.9,147.8,0.658
2024-09-08,EU,Gizmo D,partner,433,66.54,28811.82,17319.41,11492.41,38.4,314.8,0.583
2024-09-09,US,Gadget C,online,347,58.57,20323.79,9454.7,10869.09,59.5,214.6,0
2024-09-10,APAC,Widget A,partner,245,119.41,29255.45,16035.52,13219.93,48.0,313.0,0.053
2024-09-11,LATAM,Widget B,partner,225,70.41,15842.25,9575.59,6266.66,45.1,114.4,0.712
2024-09-12,LATAM,Widget B,partner,201,68.86,13840.86,6481.73,7359.13,74.3,175.5,0.606
2024-09-13,APAC,Widget A,online,217,74.48,16162.16,9073.39,7088.77,54.7,74.6,0.822
2024-09-14,APAC,Gizmo D,online,254,71.02,18039.08,8423.17,9615.91,72.1,322.1,0.704
2024-09-15,EU,Widget B,partner,340,51.11,17377.4,8866.41,8510.99,53.7,64.1,0.212
2024-09-16,LATAM,Widget A,retail,188,59.73,11229.24,6456.89,4772.35,58.2,106.4,0.625
2024-09-17,US,Widget B,retail,339,71.66,24292.74,15020.75,9271.99,48.6,318.7,0.204
2024-09-18,EU,Gadget C,retail,396,95.62,37865.52,20667.07,17198.45,39.5,172.8,0.617
2024-09-19,APAC,Gadget C,partner,336,79.28,26638.08,15055.2,11582.88,42.5,166.5,0.622
2024-09-20,US,Widget B,partner,638,54.39,34700.82,20942.76,13758.06,32.8,279.9,0.226
2024-09-21,EU,Gizmo D,retail,456,45.53,20761.68,12863.06,7898.62,67.7,262.7,0.663
2024-09-22,APAC,Widget B,partner,292,70.16,20486.72,11059.0,9427.72,58.9,233.2,0.695
2024-09-23,LATAM,Widget A,retail,259,104.98,27189.82,15464.59,11725.23,73.5,80.9,0.505
